training	image REDACTED role performance truly	14	image_1	role_1	Empty	could_AUX	not_PART	image_NOUN	in_ADP	a_DET	serious_ADJ	role_NOUN
training	seen Lady Red Hair appeared remember cherish truth notwithstanding base true story screen play silly unbelievable real merit picture cast constellation best supporting players s s background delicate intelligent work underrated REDACTED wonderful spectacular performance Claude Rains usual best thing picture actor won Oscar good company Chaplin Garbo Hitchcock Lady Red Hair contains best work films enjoy	14	picture_2	work_2	of_ADP	the_DET	always_ADV	underrated_ADJ	and_CCONJ	the_DET	wonderful_ADJ	spectacular_ADJ
training	seen Lady Red Hair appeared remember cherish truth notwithstanding base true story screen play silly unbelievable real merit picture cast constellation best supporting players s s background delicate intelligent work underrated Miriam Hopkins wonderful spectacular performance REDACTED usual best thing picture actor won Oscar good company Chaplin Garbo Hitchcock Lady Red Hair contains best work films enjoy	12	picture_2	work_2	wonderful_ADJ	spectacular_ADJ	performance_NOUN	of_ADP	who_PRON	as_ADP	usual_ADJ	is_AUX
training	seen Lady Red Hair appeared remember cherish truth notwithstanding base true story screen play silly unbelievable real merit picture cast constellation best supporting players s s background delicate intelligent work underrated Miriam Hopkins wonderful spectacular performance Claude Rains usual best thing picture actor won Oscar good company REDACTED Garbo Hitchcock Lady Red Hair contains best work films enjoy	7	picture_2	work_2	the_DET	good_ADJ	company_NOUN	of_ADP	Garbo_PROPN	and_CCONJ	Hitchcock_PROPN	Perhaps_PROPN
training	seen Lady Red Hair appeared remember cherish truth notwithstanding base true story screen play silly unbelievable real merit picture cast constellation best supporting players s s background delicate intelligent work underrated Miriam Hopkins wonderful spectacular performance Claude Rains usual best thing picture actor won Oscar good company Chaplin REDACTED Hitchcock Lady Red Hair contains best work films enjoy	5	picture_2	work_2	good_ADJ	company_NOUN	of_ADP	Chaplin_PROPN	and_CCONJ	Hitchcock_PROPN	Perhaps_PROPN	Lady_PROPN
training	seen Lady Red Hair appeared remember cherish truth notwithstanding base true story screen play silly unbelievable real merit picture cast constellation best supporting players s s background delicate intelligent work underrated Miriam Hopkins wonderful spectacular performance Claude Rains usual best thing picture actor won Oscar good company Chaplin Garbo REDACTED Lady Red Hair contains best work films enjoy	9	picture_2	work_2	of_ADP	Chaplin_PROPN	Garbo_PROPN	and_CCONJ	Perhaps_ADV	Lady_PROPN	with_ADP	Red_PROPN
training	seen Lady Red Hair appeared remember cherish truth notwithstanding base true story screen play silly unbelievable real merit picture cast constellation best supporting players s s background delicate intelligent work underrated Miriam Hopkins wonderful spectacular performance Claude Rains usual best thing picture actor won Oscar good company Chaplin Garbo Hitchcock REDACTED Red Hair contains best work films enjoy	4	picture_2	work_2	Garbo_PROPN	and_CCONJ	Hitchcock_PROPN	Perhaps_ADV	with_ADP	Red_PROPN	Hair_PROPN	contains_VERB
training	seen Lady Red Hair appeared remember cherish truth notwithstanding base true story screen play silly unbelievable real merit picture cast constellation best supporting players s s background delicate intelligent work underrated REDACTED Hopkins wonderful spectacular performance Claude Rains usual best thing picture actor won Oscar good company Chaplin Garbo Hitchcock Lady Red Hair contains best work films enjoy	6	picture_2	work_2	of_ADP	the_DET	always_ADV	underrated_ADJ	Hopkins_PROPN	and_CCONJ	the_DET	wonderful_ADJ
training	group friends decide camping trip desert find stalked murdered mysterious killer black pick truck Mirage obviously inspired REDACTEDs Duel Cravens Hills Eyes slasher yarn offers plenty nasty violence gore films gory highlight sequence involving man having arm leg chained tree having limbs dismembered chain pulled truck little bit suspense exciting stalk slash sequences acting pretty lame script weak film fast paced shocking B G Steers plays villain fairly threatening desert locations provide atmosphere gore strong Overall like low budget horror films look	9	desert_2	truck_2	Empty	Empty	Empty	Empty	Empty	Empty	Empty	Empty
training	group friends decide camping trip desert find stalked murdered mysterious killer black pick truck Mirage obviously inspired Spielbergs Duel REDACTEDs Hills Eyes slasher yarn offers plenty nasty violence gore films gory highlight sequence involving man having arm leg chained tree having limbs dismembered chain pulled truck little bit suspense exciting stalk slash sequences acting pretty lame script weak film fast paced shocking B G Steers plays villain fairly threatening desert locations provide atmosphere gore strong Overall like low budget horror films look	6	desert_2	truck_2	Empty	Empty	Empty	Empty	Empty	Empty	Empty	Empty
training	group friends decide camping trip desert find stalked murdered mysterious killer black pick truck Mirage obviously inspired Spielbergs Duel Cravens Hills REDACTED slasher yarn offers plenty nasty violence gore films gory highlight sequence involving man having arm leg chained tree having limbs dismembered chain pulled truck little bit suspense exciting stalk slash sequences acting pretty lame script weak film fast paced shocking B G Steers plays villain fairly threatening desert locations provide atmosphere gore strong Overall like low budget horror films look	4	desert_2	truck_2	Cravens_PROPN	The_DET	Hills_PROPN	Have_AUX	Still_ADV	this_DET	slasher_NOUN	yarn_NOUN
training	remember child saw movie horror movie maybe s reason remember parts remember acting nude scenes things remember male head blown grenade male dismembered tree male run truck shot head REDACTED Kenny Johnson Kevin McParland remember scene Jennifer McAllister riped killer stomach keys truck movie gives creep worth look find download	13	movie_3	head_2	and_CCONJ	shot_NOUN	in_ADP	head_NOUN	Kenny_PROPN	Johnson_PROPN	and_CCONJ	Kevin_PROPN
training	remember child saw movie horror movie maybe s reason remember parts remember acting nude scenes things remember male head blown grenade male dismembered tree male run truck shot head Todd Schaefer REDACTED Kevin McParland remember scene Jennifer McAllister riped killer stomach keys truck movie gives creep worth look find download	13	movie_3	head_2	in_ADP	head_NOUN	Todd_PROPN	Schaefer_PROPN	and_CCONJ	Kevin_PROPN	McParland_PROPN	I_PRON
training	remember child saw movie horror movie maybe s reason remember parts remember acting nude scenes things remember male head blown grenade male dismembered tree male run truck shot head Todd Schaefer Kenny Johnson REDACTED remember scene Jennifer McAllister riped killer stomach keys truck movie gives creep worth look find download	15	movie_3	head_2	Schaefer_PROPN	Kenny_PROPN	Johnson_PROPN	and_CCONJ	I_PRON	also_ADV	remember_VERB	the_DET
training	remember child saw movie horror movie maybe s reason remember parts remember acting nude scenes things remember male head blown grenade male dismembered tree male run truck shot head Todd Schaefer Kenny Johnson Kevin McParland remember scene REDACTED riped killer stomach keys truck movie gives creep worth look find download	19	movie_3	head_2	the_DET	last_ADJ	scene_NOUN	when_SCONJ	riped_VERB	of_ADP	the_DET	killer_NOUN
training	REDACTED Lemmon Walter Matthau began ending career Remember best Grumpiest Old Men Oddest Couple laugh Lemmon Matthau Hollywoods best loved comedy teams years raunchy Pryor Wilder instead classic comedy team reflected modern Marx Brothers routine physical comedy mixed blend chaos Marx Chaplin Keaton famous Odd Couple Lemmon Matthau play complete opposites create chaos physical comedy unique Chaplins joke usually oppose passing joke typical guy film way coming age comedy old men oppose young teenagers prime chemistry Lemmon Matthau entertainment movie great comedy	4	comedy_6	chaos_2	Empty	Empty	Empty	Empty	Lemmon_PROPN	and_CCONJ	Walter_PROPN	Matthau_PROPN
training	Jack Lemmon REDACTED began ending career Remember best Grumpiest Old Men Oddest Couple laugh Lemmon Matthau Hollywoods best loved comedy teams years raunchy Pryor Wilder instead classic comedy team reflected modern Marx Brothers routine physical comedy mixed blend chaos Marx Chaplin Keaton famous Odd Couple Lemmon Matthau play complete opposites create chaos physical comedy unique Chaplins joke usually oppose passing joke typical guy film way coming age comedy old men oppose young teenagers prime chemistry Lemmon Matthau entertainment movie great comedy	14	comedy_6	chaos_2	Empty	Empty	Lemmon_PROPN	and_CCONJ	began_VERB	and_CCONJ	ending_VERB	their_PRON
training	Jack REDACTED Walter Matthau began ending career Remember best Grumpiest Old Men Oddest Couple laugh Lemmon Matthau Hollywoods best loved comedy teams years raunchy Pryor Wilder instead classic comedy team reflected modern Marx Brothers routine physical comedy mixed blend chaos Marx Chaplin Keaton famous Odd Couple Lemmon Matthau play complete opposites create chaos physical comedy unique Chaplins joke usually oppose passing joke typical guy film way coming age comedy old men oppose young teenagers prime chemistry Lemmon Matthau entertainment movie great comedy	6	comedy_6	chaos_2	Empty	Empty	Empty	Empty	and_CCONJ	Walter_PROPN	Matthau_PROPN	began_VERB
training	Jack Lemmon Walter REDACTED began ending career Remember best Grumpiest Old Men Oddest Couple laugh Lemmon Mathhau Hollywoods best loved comedy teams years raunchy Pryor Wilder instead classic comedy team reflected modern Marx Brothers routine physical comedy mixed blend chaos Marx Chaplin Keaton famous Odd Couple Lemmon Matthau play complete opposites create chaos physical comedy unique Chaplins joke usually oppose passing joke typical guy film way coming age comedy old men oppose young teenagers prime chemistry Lemmon Matthau entertainment movie great comedy	7	comedy_6	chaos_2	Empty	Lemmon_PROPN	and_CCONJ	Walter_PROPN	began_VERB	and_CCONJ	ending_VERB	their_PRON
training	Jack Lemmon Walter Matthau began ending career Remember best Grumpiest Old Men Oddest Couple laugh Lemmon Matthau Hollywoods best loved comedy teams years raunchy REDACTED Wilder instead classic comedy team reflected modern Marx Brothers routine physical comedy mixed blend chaos Marx Chaplin Keaton famous Odd Couple Lemmon Matthau play complete opposites create chaos physical comedy unique Chaplins joke usually oppose passing joke typical guy film way coming age comedy old men oppose young teenagers prime chemistry Lemmon Matthau entertainment movie great comedy	5	comedy_6	chaos_2	Not_PART	as_ADV	raunchy_ADJ	as_SCONJ	and_CCONJ	Wilder_PROPN	instead_ADV	they_PRON
training	Jack Lemmon Walter Matthau began ending career Remember best Grumpiest Old Men Oddest Couple laugh Lemmon Matthau Hollywoods best loved comedy teams years raunchy Pryor REDACTED instead classic comedy team reflected modern Marx Brothers routine physical comedy mixed blend chaos Marx Chaplin Keaton famous Odd Couple Lemmon Matthau play complete opposites create chaos physical comedy unique Chaplins joke usually oppose passing joke typical guy film way coming age comedy old men oppose young teenagers prime chemistry Lemmon Matthau entertainment movie great comedy	6	comedy_6	chaos_2	raunchy_ADJ	as_ADP	Pryor_PROPN	and_CCONJ	instead_ADV	they_PRON	were_AUX	the_DET
training	Jack Lemmon Walter Matthau began ending career Remember best Grumpiest Old Men Oddest Couple laugh Lemmon Matthau Hollywoods best loved comedy teams years raunchy Pryor Wilder instead classic comedy team reflected modern REDACTED Brothers routine physical comedy mixed blend chaos Marz Chaplin Keaton famous Odd Couple Lemmon Matthau play complete opposites create chaos physical comedy unique Chaplins joke usually oppose passing joke typical guy film way coming age comedy old men oppose young teenagers prime chemistry Lemmon Matthau entertainment movie great comedy	4	comedy_6	chaos_2	reflected_VERB	a_DET	more_ADV	modern_ADJ	Brothers_PROPN	routine_NOUN	Such_ADJ	as_ADP
training	Jack Lemmon Walter Matthau began ending career Remember best Grumpiest Old Men Oddest Couple laugh Lemmon Matthau Hollywoods best loved comedy teams years raunchy Pryor Wilder instead classic comedy team reflected modern Marx Brothers routine physical comedy mixed blend chaos Marx REDACTED Keaton famous Odd Couple Lemmon Matthau play complete opposites create chaos physical comedy unique Chaplins joke usually oppose passing joke typical guy film way coming age comedy old men oppose young teenagers prime chemistry Lemmon Matthau entertainment movie great comedy	7	comedy_6	chaos_2	of_ADP	chaos_NOUN	that_SCONJ	Marx_PROPN	and_CCONJ	Keaton_PROPN	were_AUX	so_ADV
